id,ethnicity,religion,sign
2869,white,christianity but not too serious about it,libra and it&rsquo;s fun to think about
2873,asian,agnosticism but not too serious about it,libra but it doesn&rsquo;t matter
2876,asian,agnosticism,capricorn
2889,black,islam and very serious about it,sagittarius
2895,white,atheism but not too serious about it,taurus and it&rsquo;s fun to think about
2899,white,catholicism and very serious about it,taurus and it&rsquo;s fun to think about
2900,"hispanic / latin, white",agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
2901,white,christianity and somewhat serious about it,libra and it&rsquo;s fun to think about
2907,hispanic / latin,other,gemini
2914,"native american, hispanic / latin, white",agnosticism,libra
2916,pacific islander,christianity,capricorn and it&rsquo;s fun to think about
2920,white,christianity and laughing about it,sagittarius but it doesn&rsquo;t matter
2940,black,other and laughing about it,aries but it doesn&rsquo;t matter
2945,white,other and laughing about it,virgo and it&rsquo;s fun to think about
2950,asian,other and laughing about it,aquarius but it doesn&rsquo;t matter
2956,white,catholicism but not too serious about it,libra but it doesn&rsquo;t matter
2962,white,atheism and laughing about it,aries but it doesn&rsquo;t matter
2964,white,other but not too serious about it,capricorn and it matters a lot
2970,white,other,gemini and it&rsquo;s fun to think about
2994,white,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
2995,white,buddhism but not too serious about it,libra and it&rsquo;s fun to think about
3002,white,other and laughing about it,aries
3007,white,other,scorpio
3011,white,christianity,virgo
3012,white,atheism and somewhat serious about it,capricorn and it&rsquo;s fun to think about
3013,white,judaism but not too serious about it,aquarius but it doesn&rsquo;t matter
3026,"asian, white",other but not too serious about it,aries but it doesn&rsquo;t matter
3036,"indian, hispanic / latin",hinduism but not too serious about it,aries but it doesn&rsquo;t matter
3037,hispanic / latin,christianity,taurus
3041,white,catholicism and laughing about it,pisces
3052,other,islam and somewhat serious about it,taurus but it doesn&rsquo;t matter
3055,white,other but not too serious about it,taurus but it doesn&rsquo;t matter
3062,white,agnosticism and laughing about it,gemini but it doesn&rsquo;t matter
3068,indian,other but not too serious about it,virgo and it&rsquo;s fun to think about
3071,white,christianity but not too serious about it,sagittarius and it&rsquo;s fun to think about
3077,white,buddhism but not too serious about it,sagittarius and it&rsquo;s fun to think about
3087,white,atheism,leo
3091,black,christianity,capricorn
3097,white,other and laughing about it,leo but it doesn&rsquo;t matter
3102,asian,buddhism and laughing about it,sagittarius and it&rsquo;s fun to think about
3104,white,christianity but not too serious about it,scorpio but it doesn&rsquo;t matter
3106,white,atheism,libra but it doesn&rsquo;t matter
3107,hispanic / latin,agnosticism,sagittarius
3108,black,other,libra
3112,white,atheism,virgo but it doesn&rsquo;t matter
3113,white,agnosticism,scorpio and it&rsquo;s fun to think about
3117,other,agnosticism but not too serious about it,aries but it doesn&rsquo;t matter
3122,"hispanic / latin, white",catholicism but not too serious about it,virgo but it doesn&rsquo;t matter
3123,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
3125,white,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
3132,asian,buddhism,leo but it doesn&rsquo;t matter
3133,white,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about
3137,white,other and somewhat serious about it,aquarius and it&rsquo;s fun to think about
3138,"middle eastern, hispanic / latin, other",other and somewhat serious about it,leo but it doesn&rsquo;t matter
3147,white,christianity but not too serious about it,aries but it doesn&rsquo;t matter
3153,white,other and laughing about it,leo and it&rsquo;s fun to think about
3156,white,judaism and laughing about it,aquarius and it&rsquo;s fun to think about
3159,white,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter
3160,white,other and laughing about it,libra but it doesn&rsquo;t matter
3161,white,atheism and very serious about it,aquarius but it doesn&rsquo;t matter
3164,white,atheism but not too serious about it,virgo but it doesn&rsquo;t matter
3168,middle eastern,agnosticism and very serious about it,libra but it doesn&rsquo;t matter
3178,white,buddhism but not too serious about it,libra and it&rsquo;s fun to think about
3197,other,christianity but not too serious about it,aquarius
3198,white,judaism but not too serious about it,taurus but it doesn&rsquo;t matter
3213,white,catholicism and laughing about it,aquarius and it&rsquo;s fun to think about
3217,hispanic / latin,catholicism and somewhat serious about it,leo and it&rsquo;s fun to think about
3220,white,atheism and laughing about it,pisces but it doesn&rsquo;t matter
3222,white,atheism and laughing about it,aquarius and it&rsquo;s fun to think about
3226,white,agnosticism and laughing about it,sagittarius
3236,"middle eastern, white",atheism and very serious about it,libra but it doesn&rsquo;t matter
3246,white,agnosticism,capricorn
3249,white,agnosticism,libra but it doesn&rsquo;t matter
3253,hispanic / latin,atheism and laughing about it,scorpio and it&rsquo;s fun to think about
3262,white,atheism and laughing about it,virgo and it&rsquo;s fun to think about
3276,white,agnosticism but not too serious about it,aquarius
3288,white,other but not too serious about it,virgo and it&rsquo;s fun to think about
3295,white,other but not too serious about it,aries but it doesn&rsquo;t matter
3318,white,atheism,aries and it&rsquo;s fun to think about
3339,white,other and laughing about it,taurus and it&rsquo;s fun to think about
3346,white,atheism,taurus but it doesn&rsquo;t matter
3355,white,agnosticism,aries but it doesn&rsquo;t matter
3370,white,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about
3374,"native american, white",agnosticism but not too serious about it,aquarius and it&rsquo;s fun to think about
3381,white,atheism and very serious about it,leo and it&rsquo;s fun to think about
3403,white,judaism and laughing about it,pisces
3415,asian,christianity and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
3420,white,judaism but not too serious about it,libra and it&rsquo;s fun to think about
3423,asian,buddhism and very serious about it,cancer and it&rsquo;s fun to think about
3432,other,atheism,libra
3434,middle eastern,other but not too serious about it,scorpio and it&rsquo;s fun to think about
3437,white,christianity but not too serious about it,virgo and it&rsquo;s fun to think about
3441,white,other,cancer and it&rsquo;s fun to think about
3452,asian,other but not too serious about it,libra
3454,white,christianity and somewhat serious about it,pisces but it doesn&rsquo;t matter
3459,white,agnosticism,aquarius and it&rsquo;s fun to think about
3465,"pacific islander, white",christianity,aries and it&rsquo;s fun to think about
3466,black,christianity and very serious about it,scorpio but it doesn&rsquo;t matter
3468,asian,catholicism and laughing about it,taurus and it&rsquo;s fun to think about
3469,pacific islander,catholicism,sagittarius
3479,hispanic / latin,catholicism and laughing about it,virgo but it doesn&rsquo;t matter
3487,white,christianity,aquarius and it&rsquo;s fun to think about
3500,asian,atheism but not too serious about it,scorpio and it&rsquo;s fun to think about
3507,white,buddhism but not too serious about it,cancer but it doesn&rsquo;t matter
3509,hispanic / latin,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter
3527,"white, other",judaism but not too serious about it,aries but it doesn&rsquo;t matter
3530,"black, hispanic / latin",other,virgo
3541,white,agnosticism and somewhat serious about it,libra and it&rsquo;s fun to think about
3542,asian,agnosticism and somewhat serious about it,aries and it&rsquo;s fun to think about
3543,white,atheism and very serious about it,libra and it&rsquo;s fun to think about
3550,white,atheism and very serious about it,scorpio but it doesn&rsquo;t matter
3558,asian,other and laughing about it,libra and it&rsquo;s fun to think about
3560,asian,christianity but not too serious about it,capricorn and it&rsquo;s fun to think about
3566,indian,other and laughing about it,aries and it&rsquo;s fun to think about
3567,white,agnosticism,pisces and it&rsquo;s fun to think about
3572,asian,atheism,scorpio
3573,white,christianity but not too serious about it,sagittarius and it&rsquo;s fun to think about
3579,white,other and laughing about it,capricorn but it doesn&rsquo;t matter
3583,other,other and somewhat serious about it,leo and it&rsquo;s fun to think about
3584,white,agnosticism but not too serious about it,pisces but it doesn&rsquo;t matter
3585,hispanic / latin,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
3595,white,agnosticism,gemini but it doesn&rsquo;t matter
3604,hispanic / latin,catholicism but not too serious about it,sagittarius and it&rsquo;s fun to think about
3611,white,agnosticism and laughing about it,gemini but it doesn&rsquo;t matter
3612,asian,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter
3614,white,judaism and somewhat serious about it,virgo but it doesn&rsquo;t matter
3618,white,catholicism but not too serious about it,libra and it&rsquo;s fun to think about
3620,white,catholicism but not too serious about it,aries and it&rsquo;s fun to think about
3621,white,catholicism and laughing about it,cancer
3623,white,buddhism but not too serious about it,pisces and it&rsquo;s fun to think about
3624,white,catholicism but not too serious about it,virgo and it&rsquo;s fun to think about
3626,"asian, white",agnosticism but not too serious about it,aries but it doesn&rsquo;t matter
3627,asian,christianity and very serious about it,leo but it doesn&rsquo;t matter
3643,other,catholicism and laughing about it,cancer but it doesn&rsquo;t matter
3644,white,atheism and somewhat serious about it,virgo but it doesn&rsquo;t matter
3654,white,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter
3674,white,other,cancer but it doesn&rsquo;t matter
3683,black,other and very serious about it,gemini but it doesn&rsquo;t matter
3689,white,atheism and laughing about it,taurus but it doesn&rsquo;t matter
3696,asian,catholicism but not too serious about it,leo and it&rsquo;s fun to think about
