age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,id
37,single,f,straight,athletic,mostly other,socially,never,graduated from two-year college,white,65.0,-1,other,2012-06-29-18-49,"oakland, california","doesn't have kids, but wants them",has dogs,judaism but not too serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently),637
32,single,f,straight,average,mostly anything,socially,never,graduated from law school,white,64.0,-1,law / legal services,2012-06-28-20-48,"alameda, california","doesn't have kids, but wants them",likes cats,catholicism but not too serious about it,virgo and it&rsquo;s fun to think about,no,english,639
18,single,m,straight,average,mostly anything,not at all,never,graduated from high school,pacific islander,70.0,-1,military,2012-06-29-12-20,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism and laughing about it,capricorn but it doesn&rsquo;t matter,no,english,640
27,single,f,gay,skinny,vegetarian,often,never,graduated from college/university,white,69.0,-1,education / academia,2012-06-29-19-13,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,atheism and laughing about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",653
30,single,f,straight,fit,anything,rarely,never,graduated from masters program,white,68.0,-1,banking / financial / real estate,2012-06-26-15-55,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism,aries,no,english,654
33,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,67.0,-1,executive / management,2012-04-14-17-56,"san mateo, california","doesn't have kids, but might want them",has dogs and likes cats,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",665
38,single,f,straight,normal,anything,socially,never,graduated from college/university,white,69.0,-1,hospitality / travel,2012-06-29-01-58,"san francisco, california",doesn't have kids,likes dogs,christianity,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), japanese (poorly), russian (poorly)",666
24,single,m,straight,normal,mostly vegetarian,socially,never,graduated from college/university,asian,67.0,-1,sales / marketing / biz dev,2012-06-21-20-21,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about,when drinking,"english (fluently), chinese (fluently), japanese (okay)",678
41,single,m,straight,athletic,anything,socially,never,graduated from two-year college,white,71.0,70000,science / tech / engineering,2012-06-29-01-47,"oakland, california","doesn't have kids, but wants them",has dogs and likes cats,agnosticism but not too serious about it,gemini and it&rsquo;s fun to think about,sometimes,"english (fluently), german (poorly)",687
43,married,f,straight,full figured,strictly anything,socially,sometimes,graduated from college/university,white,64.0,-1,artistic / musical / writer,2012-06-29-19-44,"hayward, california","has kids, but doesn't want more",has dogs and likes cats,other but not too serious about it,scorpio but it doesn&rsquo;t matter,no,english (fluently),699
36,single,m,straight,a little extra,mostly anything,not at all,never,graduated from two-year college,"asian, pacific islander",67.0,20000,other,2012-06-29-10-02,"vallejo, california","doesn't have kids, but wants them",has dogs and has cats,catholicism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter,trying to quit,"english (fluently), tagalog (okay)",711
26,single,m,straight,average,mostly vegetarian,very often,sometimes,dropped out of college/university,white,74.0,-1,sales / marketing / biz dev,2012-06-28-20-45,"oakland, california",doesn't have kids,likes cats,agnosticism,scorpio but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly), sign language (poorly)",719
31,single,m,straight,average,mostly anything,socially,never,graduated from two-year college,black,69.0,40000,transportation,2012-04-07-12-29,"oakland, california","has kids, and might want more",likes dogs and likes cats,other and laughing about it,libra and it&rsquo;s fun to think about,trying to quit,english (fluently),736
22,single,m,straight,athletic,mostly vegetarian,socially,often,graduated from college/university,white,68.0,60000,entertainment / media,2012-06-26-09-44,"san francisco, california",doesn't want kids,likes dogs and has cats,other,scorpio,trying to quit,"english, japanese",738
47,single,m,straight,fit,mostly anything,often,never,graduated from college/university,white,73.0,-1,banking / financial / real estate,2012-06-29-19-01,"san francisco, california","has kids, but doesn't want more",likes dogs and dislikes cats,atheism and laughing about it,libra but it doesn&rsquo;t matter,no,"english (fluently), french (fluently)",743
39,single,f,straight,average,anything,socially,never,graduated from high school,hispanic / latin,60.0,-1,other,2012-06-28-13-21,"san pablo, california","doesn't have kids, but wants them",likes dogs,catholicism and very serious about it,gemini,no,english (fluently),744
30,single,m,straight,fit,strictly anything,socially,never,graduated from masters program,"hispanic / latin, white",70.0,-1,other,2012-06-28-17-27,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,other and somewhat serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",750
38,single,f,straight,curvy,mostly anything,rarely,never,graduated from college/university,pacific islander,68.0,50000,banking / financial / real estate,2012-06-08-01-21,"san leandro, california",has kids,likes dogs and likes cats,christianity and somewhat serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), hawaiian (fluently)",753
24,single,m,straight,athletic,strictly anything,socially,never,graduated from masters program,white,72.0,-1,computer / hardware / software,2012-06-29-22-33,"san francisco, california",doesn't have kids,likes dogs and likes cats,other and very serious about it,gemini,sometimes,english,755
23,single,m,straight,average,strictly anything,often,sometimes,graduated from college/university,white,68.0,-1,science / tech / engineering,2012-06-28-08-11,"san francisco, california",doesn't want kids,likes dogs and likes cats,atheism,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",764
26,single,m,straight,a little extra,mostly anything,socially,never,graduated from high school,black,74.0,-1,transportation,2012-03-01-12-08,"oakland, california","doesn't have kids, but might want them",likes dogs and dislikes cats,other and laughing about it,pisces and it&rsquo;s fun to think about,no,english (fluently),765
25,single,m,straight,fit,mostly vegetarian,socially,never,graduated from two-year college,"pacific islander, hispanic / latin",68.0,50000,medicine / health,2012-06-29-23-17,"oakland, california","doesn't have kids, but might want them",has dogs and likes cats,catholicism but not too serious about it,capricorn but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (okay), tagalog (poorly)",778
24,single,m,straight,athletic,mostly anything,socially,never,working on college/university,white,74.0,40000,medicine / health,2012-06-25-11-33,"richmond, california",doesn't have kids,likes dogs,catholicism,cancer,no,"english (fluently), croatian (okay)",783
21,single,m,straight,athletic,mostly kosher,rarely,never,working on college/university,black,66.0,40000,artistic / musical / writer,2012-06-29-20-16,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and very serious about it,aries but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly), portuguese (poorly)",798
31,single,m,straight,athletic,mostly vegan,desperately,sometimes,graduated from two-year college,"native american, white",69.0,-1,science / tech / engineering,2012-06-29-08-07,"martinez, california","doesn't have kids, but might want them",likes dogs and likes cats,other and somewhat serious about it,aquarius but it doesn&rsquo;t matter,no,"english, spanish (poorly)",800
30,single,m,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,71.0,-1,other,2012-04-25-19-45,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,other,pisces and it&rsquo;s fun to think about,no,"english, french (poorly)",821
34,single,f,straight,athletic,mostly vegetarian,often,sometimes,graduated from ph.d program,white,68.0,-1,education / academia,2012-05-29-15-58,"palo alto, california","doesn't have kids, but might want them",has dogs and likes cats,other,scorpio and it&rsquo;s fun to think about,no,english,822
20,single,m,straight,average,mostly anything,socially,sometimes,working on two-year college,asian,67.0,20000,other,2012-04-19-22-16,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,other and somewhat serious about it,sagittarius and it&rsquo;s fun to think about,trying to quit,"english (fluently), chinese (okay), japanese (poorly)",826
26,available,m,straight,fit,mostly anything,rarely,sometimes,dropped out of ph.d program,"middle eastern, white",69.0,-1,computer / hardware / software,2012-06-29-17-31,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,atheism and laughing about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), c++ (okay), french (okay), lisp (fluently)",866
24,single,m,straight,average,strictly vegetarian,very often,sometimes,graduated from college/university,white,68.0,30000,artistic / musical / writer,2012-06-19-09-15,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism and very serious about it,virgo but it doesn&rsquo;t matter,when drinking,"english (fluently), french (poorly), spanish (poorly)",869
